,index,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,available_30,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,host_id,member_since
199,199,10/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,22,9/10,10/10,,0,1993764,0,0,0,Entire apartment,,60.1557,https://www.airbnb.com/api/v2/pdp_listing_details/1993764?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,10/10,24.947860000000002,1125,1,0.75,Helsinki central luxury with sauna,Ullanlinna,"Helsinki, Finland",Top floor studio in the heart of Helsinki,4,25,"Wifi,Kitchen,Heating",,141,1.0,100%,,14.0,80-94/100,112,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,10/10,14.0,0.95,11,98,"Elevator, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Coffee maker, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Stove",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10253260.0,2013-11-01
200,200,10/10,1.0,1.0,0.0,,nan,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,9/10,10/10,,0,41977582,0,0,0,Private room,,60.23666,https://www.airbnb.com/api/v2/pdp_listing_details/41977582?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.11778,1125,1,0.0,Comy & cozy room in shared apartment ❤️Room 2,,"Helsinki, Finland",Top floor studio in the heart of Helsinki,2,14,"Wifi,Kitchen,Free parking,Heating",,35,1.0,0-49%,,14.0,80-94/100,0,Private room in apartment,Private room,private_room,,Private room,nan,10/10,14.0,0.0,0,0,"Free parking on premises, Wifi, Kitchen, Hair dryer, Shampoo, Heating, Essentials, Hot water, Cooking basics, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
204,204,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,33,9/10,10/10,,0,40676648,0,0,1,Entire apartment,,60.17333000000001,https://www.airbnb.com/api/v2/pdp_listing_details/40676648?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kruununhaka,10/10,24.95121,1125,1,0.0,Downtown Majestic Beauty,Kruununhaka,"Helsinki, Finland",Top floor studio in the heart of Helsinki,6,8,"Wifi,Kitchen,Heating",,141,1.0,100%,,14.0,80-94/100,10,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,14.0,0.0,22,0,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Paid parking off premises, Coffee maker, Dishwasher, Microwave, Refrigerator, Stove, Private entrance, Luggage dropoff allowed, Long term stays allowed, Shower gel, Patio or balcony, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,152967545.0,2017-10-01
205,205,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,9/10,10/10,,0,36549681,0,0,0,Private room,,60.16038,https://www.airbnb.com/api/v2/pdp_listing_details/36549681?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,10/10,24.94245,4,1,0.0,Private debroom in Eira – 1km from the center,Ullanlinna,"Helsinki, Finland",Top floor studio in the heart of Helsinki,2,1,"Wifi,Kitchen,Heating",,63,1.0,100%,,14.0,80-94/100,52,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,10/10,14.0,0.0,0,0,"Elevator, Wifi, Kitchen, Iron, Shampoo, Washer, Heating, Essentials, Hot water, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54213863.0,2016-01-01
206,206,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,33,9/10,10/10,,0,25242999,0,0,1,Entire apartment,,60.174380000000006,https://www.airbnb.com/api/v2/pdp_listing_details/25242999?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,10/10,24.91733,1125,1,0.9,Spacious and stylish south facing city apartment,Etu-Töölö,"Helsinki, Finland",Top floor studio in the heart of Helsinki,5,20,"Wifi,Kitchen,Heating",,153,1.0,100%,,14.0,80-94/100,51,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,14.0,0.95,33,326,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, High chair, Room-darkening shades, Paid parking off premises, Paid parking on premises, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Host greets you, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,190728424.0,2018-05-01
208,208,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsingfors,22,9/10,10/10,,0,33382518,0,0,0,Entire condominium,,60.15745,https://www.airbnb.com/api/v2/pdp_listing_details/33382518?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Ullanlinna,10/10,24.95143,31,1,0.8,Peaceful two-room-flat in an upscale district,Ullanlinna,"Helsinki, Finland",Top floor studio in the heart of Helsinki,4,11,"Wifi,Kitchen,Heating",,114,37.0,100%,,14.0,80-94/100,41,Entire condominium,Entire home/apt,entire_home,,Entire condominium,3.6-4.4/5.0,10/10,14.0,0.0,16,109,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Coffee maker, Dishes and silverware, Microwave, Private entrance, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16917479.0,2014-06-01
211,211,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,33,9/10,10/10,,0,32160996,0,0,1,Entire condominium,,60.16624,https://www.airbnb.com/api/v2/pdp_listing_details/32160996?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.93037,1125,1,0.77,Cozy apartment in heart of Helsinki with parking,Kamppi,"Helsinki, Finland",Top floor studio in the heart of Helsinki,4,6,"Wifi,Kitchen,Heating",,179,37.0,100%,,14.0,80-94/100,24,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,10/10,14.0,0.91,11,0,"Elevator, Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Private entrance, Bed linens, Extra pillows and blankets, Patio or balcony, Smoke alarm, First aid kit",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,88959867.0,2016-08-01
212,212,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsingfors,5,9/10,10/10,,0,35302325,0,0,0,Private room,,60.15586,https://www.airbnb.com/api/v2/pdp_listing_details/35302325?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Munkkisaari,10/10,24.931639999999998,17,1,1.0,"Shared flat, private cute room",Munkkisaari,"Helsinki, Finland",Top floor studio in the heart of Helsinki,2,2,"Wifi,Kitchen,Heating",,71,1.0,100%,,14.0,80-94/100,43,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,10/10,14.0,0.97,16,0,"Wifi, Kitchen, Hair dryer, Shampoo, TV, Heating, Essentials, Hot water, Coffee maker, Dishes and silverware",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,246841238.0,2019-03-01
213,213,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,9/10,10/10,,0,15822795,0,0,0,Entire apartment,,60.23305,https://www.airbnb.com/api/v2/pdp_listing_details/15822795?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.01565,1125,1,0.75,Homy two-room apartment close to everything,,"Helsinki, Finland",Top floor studio in the heart of Helsinki,5,24,"Wifi,Kitchen,Free parking,Heating",,109,1.0,100%,,14.0,80-94/100,91,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,10/10,14.0,0.85,0,0,"Free parking on premises, Elevator, Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Bathtub, Room-darkening shades, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Garden or backyard, Smoke alarm",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,78385459.0,2016-06-01
214,214,10/10,1.0,1.0,0.0,,nan,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,9/10,10/10,,0,22377940,0,0,0,Entire place,,60.2162,https://www.airbnb.com/api/v2/pdp_listing_details/22377940?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.87324,1125,1,0.0,"1 room apartment in Helsinki, Kornetintie 10 (ID 8075)",,"Helsinki, Finland",Top floor studio in the heart of Helsinki,1,24,"Wifi,Heating",,59,,50-89%,,14.0,80-94/100,0,,Entire home/apt,entire_home,,Entire place,nan,10/10,14.0,0.0,0,0,"Wifi, TV, Heating, Laptop-friendly workspace",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,161819653.0,2017-12-01
215,215,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,32,9/10,10/10,,0,33305338,0,0,0,Entire house,,60.272130000000004,https://www.airbnb.com/api/v2/pdp_listing_details/33305338?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.04149,30,1,0.8,Totinen tölli Tapanilan takana,,"Helsinki, Finland",Top floor studio in the heart of Helsinki,4,9,"Wifi,Kitchen,Free parking,Heating",,115,2.0,100%,,14.0,80-94/100,86,Entire house,Entire home/apt,entire_home,,Entire house,3.6-4.4/5.0,10/10,14.0,0.85,14,0,"Free parking on premises, Wifi, Kitchen, Indoor fireplace, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, Children’s books and toys, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Keypad, Private entrance, Long term stays allowed, Bed linens, BBQ grill, Patio or balcony, Fire extinguisher, Smoke alarm, First aid kit",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,239941809.0,2019-01-01
217,217,9/10,1.0,0.0,0.0,,nan,0.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,0,9/10,9/10,,0,30973949,0,0,0,Hotel room,,60.14938000000001,https://www.airbnb.com/api/v2/pdp_listing_details/30973949?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,24.98497,7,1,0.0,Double Room with Shared Bathroom in Suomenlinna,,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,2,10,"Wifi,Kitchen,Heating",,93,45.0,0-49%,,91.0,80-94/100,1,Room in hostel,Private room,private_room,,Hotel room,nan,9/10,91.0,0.0,0,0,"Wifi, Kitchen, Dryer, Hair dryer, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98611399.0,2016-10-01
218,218,9/10,1.0,0.0,0.0,,3.6-4.4/5.0,1.0,2.0,5.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,43,9/10,9/10,,0,21991859,0,0,0,Entire apartment,,60.17284,https://www.airbnb.com/api/v2/pdp_listing_details/21991859?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,9/10,24.92983,1125,1,0.9,"Whole nice Apt.(3rooms,70m2) in city centre",Etu-Töölö,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,6,39,"Wifi,Kitchen,Heating",,167,1.0,0-49%,,91.0,80-94/100,60,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,91.0,1.0,27,543,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Cooking basics, Dishwasher, Refrigerator, Oven, Stove, Host greets you, Private entrance, Luggage dropoff allowed, Long term stays allowed, Carbon monoxide alarm, Smoke alarm, No stairs or steps to enter, Wide entrance for guests, Well-lit path to entrance, Step-free path to entrance",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,111217411.0,2017-01-01
219,219,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,0-8/10,Helsinki,16,9/10,9/10,,0,13731497,0,0,1,Entire apartment,,60.15691999999999,https://www.airbnb.com/api/v2/pdp_listing_details/13731497?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,9/10,24.94572,5,1,0.0,Funky bohemian city residence,Ullanlinna,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,3,12,"Wifi,Kitchen,Heating",,115,1.0,0-49%,,91.0,80-94/100,67,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,91.0,0.98,33,109,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Refrigerator, Oven, Stove, Host greets you, Luggage dropoff allowed, Beachfront, Waterfront, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,80325024.0,2016-06-01
220,220,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,0,CANCEL_FLEXIBLE,0-8/10,Helsingfors,16,9/10,9/10,,0,42584393,0,0,0,Entire apartment,,60.166109999999996,https://www.airbnb.com/api/v2/pdp_listing_details/42584393?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Katajanokka,9/10,24.9744,1125,1,0.65,The black Pearl home,Katajanokka,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,6,24,"Wifi,Kitchen,Heating",,121,1.0,100%,,91.0,80-94/100,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,91.0,0.95,0,0,"Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Private entrance, Luggage dropoff allowed, Long term stays allowed, Bed linens, Shower gel, Patio or balcony, Garden or backyard, Waterfront, Smoke alarm",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,
221,221,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,4.0,1.0,3.0,1,CANCEL_FLEXIBLE,0-8/10,Helsingfors,0,9/10,9/10,,0,41653754,0,0,0,Hostel room,,60.17961999999999,https://www.airbnb.com/api/v2/pdp_listing_details/41653754?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kruununhaka,9/10,24.95892000000001,1125,1,0.0,Семейный номер. №2. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,Kruununhaka,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,4,13,"Wifi,Heating",,73,45.0,100%,,91.0,80-94/100,3,Private room in hostel,Private room,private_room,,Hostel room,4.5-5.0/5.0,9/10,91.0,0.0,0,0,"Wifi, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Crib, High chair, Room-darkening shades, Paid parking on premises, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Keypad, Private living room, Luggage dropoff allowed, Long term stays allowed, Bed linens, Lock on bedroom door, Shower gel, Waterfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,328007351.0,2020-01-01
222,222,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,38,9/10,9/10,,0,31973556,0,0,0,Entire apartment,,60.2002,https://www.airbnb.com/api/v2/pdp_listing_details/31973556?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,24.9404,1125,1,0.75,"Helsinki downtown Pasila ap for 4+1 child, parking",,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,5,16,"Wifi,Kitchen,Free parking,Heating",,167,1.0,50-89%,,91.0,80-94/100,16,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,91.0,0.9,33,0,"Free parking on premises, Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Pack ’n Play/travel crib, Room-darkening shades, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Lockbox, Long term stays allowed, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6535458.0,2013-05-01
223,223,9/10,1.0,0.0,0.0,,nan,1.5,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,16,9/10,9/10,,0,41587934,0,0,1,Private room,,60.18622,https://www.airbnb.com/api/v2/pdp_listing_details/41587934?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Taka-Töölö,9/10,24.92214,1125,1,0.8,Apartment (Room 2) on the Main Street of Helsinki,Taka-Töölö,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,4,14,"Wifi,Kitchen,Heating",,105,1.0,50-89%,,91.0,80-94/100,1,Private room in apartment,Private room,private_room,,Private room,nan,9/10,91.0,0.9,11,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Cleaning before checkout, Bed linens, Lock on bedroom door, Shower gel, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11724448.0,2014-01-01
224,224,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_MODERATE,0-8/10,Helsingfors,11,9/10,9/10,,0,37384837,0,0,1,Entire apartment,,60.193999999999996,https://www.airbnb.com/api/v2/pdp_listing_details/37384837?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,9/10,24.96007,8,1,0.0,Stylish Vallila apartment,,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,4,2,"Wifi,Kitchen,Heating",,109,1.0,100%,,91.0,80-94/100,24,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,91.0,0.0,0,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, Washer, Heating, Essentials, Hot water, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118714.0,2010-05-01
225,225,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.5,3.0,9.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,22,9/10,9/10,,0,4898630,0,0,0,Entire apartment,,60.15873000000001,https://www.airbnb.com/api/v2/pdp_listing_details/4898630?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Jätkäsaari,9/10,24.92002,1125,1,0.8,"Stylish, modern + central:3BR+sauna",Jätkäsaari,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,16,25,"Wifi,Kitchen,Heating",,385,1.0,100%,,91.0,80-94/100,265,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,91.0,0.9,22,272,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Paid parking off premises, Paid parking on premises, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Patio or balcony, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,25212955.0,2014-12-01
226,226,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.5,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,87,9/10,9/10,,0,2550059,0,0,0,Entire loft,,60.1644,https://www.airbnb.com/api/v2/pdp_listing_details/2550059?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ruoholahti,9/10,24.90296,1125,1,0.8,Design loft w sauna & sea view,Ruoholahti,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,4,39,"Wifi,Kitchen,Free parking,Heating",,256,35.0,0-49%,,91.0,80-94/100,132,Entire loft,Entire home/apt,entire_home,,Entire loft,4.5-5.0/5.0,9/10,91.0,0.95,0,543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10356199.0,2013-12-01
227,227,9/10,1.0,0.0,0.0,,nan,1.0,1.0,0.0,1,CANCEL_FLEXIBLE,0-8/10,Helsinki,16,9/10,9/10,,0,39164238,0,0,0,Private room,,60.231880000000004,https://www.airbnb.com/api/v2/pdp_listing_details/39164238?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,25.10118,7,1,0.94,Near to metro station,,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,2,1,"Wifi,Kitchen,Free parking,Heating",,42,1.0,100%,,91.0,80-94/100,2,Private room in apartment,Private room,private_room,,Private room,nan,9/10,91.0,0.95,0,0,"Free parking on premises, Wifi, Kitchen, Dryer, Iron, TV, Washer, Heating, Essentials, Hot water, Private living room",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,300437641.0,2019-10-01
